  
       XFOIL         Version 6.99
  
 Calculated polar for: goe802a.dat                                     
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.117     Re =     3.500 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -1.500   0.5028   0.00889   0.00342  -0.1183   0.5202   0.0025
  -1.000   0.5590   0.00860   0.00309  -0.1188   0.5036   0.0023
  -0.500   0.6153   0.00834   0.00281  -0.1193   0.4885   0.0024
   0.000   0.6714   0.00817   0.00261  -0.1198   0.4711   0.0029
   0.500   0.7269   0.00800   0.00247  -0.1202   0.4499   0.0185
   1.000   0.7806   0.00773   0.00218  -0.1208   0.4208   0.0225
   1.500   0.8365   0.00789   0.00224  -0.1210   0.3938   0.0236
   2.000   0.8917   0.00803   0.00230  -0.1212   0.3686   0.0247
   2.500   0.9471   0.00812   0.00235  -0.1215   0.3496   0.0263
   3.000   1.0023   0.00822   0.00242  -0.1218   0.3324   0.0297
