  
       XFOIL         Version 6.99
  
 Calculated polar for: goe602m.dat                                     
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.117     Re =     3.500 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000   0.2665   0.00579   0.00085  -0.1095   0.6751   0.0064
  -1.500   0.3202   0.00586   0.00078  -0.1088   0.6330   0.0055
  -1.000   0.3734   0.00589   0.00070  -0.1080   0.5889   0.0228
  -0.500   0.4260   0.00578   0.00062  -0.1073   0.5479   0.0946
   0.000   0.4772   0.00542   0.00064  -0.1066   0.5134   0.2806
   0.500   0.5312   0.00551   0.00070  -0.1062   0.4842   0.3059
   1.000   0.5844   0.00565   0.00078  -0.1057   0.4503   0.3356
   1.500   0.6362   0.00566   0.00090  -0.1050   0.4156   0.4394
   2.000   0.6583   0.00805   0.00191  -0.0989   0.0409   0.5273
   2.500   0.7098   0.00835   0.00219  -0.0981   0.0027   0.5682
