  
       XFOIL         Version 6.99
  
 Calculated polar for: daytonwright6.dat                               
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.117     Re =     3.500 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000   0.3979   0.00720   0.00135  -0.0830   0.4379   0.0305
  -1.000   0.4945   0.00705   0.00128  -0.0794   0.4086   0.0812
   0.000   0.5891   0.00706   0.00137  -0.0756   0.3766   0.1515
   0.500   0.6355   0.00710   0.00145  -0.0735   0.3607   0.1917
   1.000   0.6805   0.00710   0.00155  -0.0712   0.3475   0.2572
   1.500   0.7205   0.00702   0.00167  -0.0679   0.3355   0.3672
   2.000   0.7196   0.00598   0.00188  -0.0556   0.3275   0.8763
   3.500   1.0597   0.00726   0.00312  -0.0958   0.2919   0.9939
   4.000   1.1608   0.00757   0.00333  -0.1065   0.2780   0.9971
   4.500   1.2315   0.00783   0.00352  -0.1104   0.2663   0.9993
   5.000   1.2857   0.00811   0.00373  -0.1107   0.2543   1.0000
   5.500   1.3255   0.00840   0.00399  -0.1078   0.2432   1.0000
   6.000   1.3591   0.00887   0.00435  -0.1037   0.2228   1.0000
   6.500   1.3806   0.00946   0.00480  -0.0971   0.1950   1.0000
   7.500   1.3735   0.01227   0.00695  -0.0749   0.0789   1.0000
   8.000   1.3612   0.01451   0.00887  -0.0634   0.0145   1.0000
   8.500   1.3891   0.01534   0.00972  -0.0593   0.0124   1.0000
   9.000   1.4162   0.01631   0.01071  -0.0555   0.0108   1.0000
   9.500   1.4444   0.01732   0.01175  -0.0521   0.0103   1.0000
  10.000   1.4702   0.01856   0.01302  -0.0487   0.0093   1.0000
