  
       XFOIL         Version 6.99
  
 Calculated polar for: m6.dat                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.117     Re =     3.500 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000  -0.1388   0.00739   0.00157   0.0014   0.5606   0.0013
  -1.500  -0.0808   0.00725   0.00143   0.0011   0.5488   0.0012
  -1.000  -0.0227   0.00713   0.00131   0.0008   0.5353   0.0017
  -0.500   0.0348   0.00694   0.00119   0.0005   0.5198   0.0254
   0.000   0.0912   0.00659   0.00106   0.0004   0.5046   0.0954
   1.000   0.2036   0.00598   0.00098   0.0001   0.4662   0.3183
   1.500   0.2491   0.00452   0.00087   0.0017   0.4516   0.7899
   2.000   0.3032   0.00432   0.00095   0.0023   0.4368   0.8947
   2.500   0.3584   0.00471   0.00111   0.0024   0.3625   0.9218
   3.500   0.4559   0.00731   0.00235   0.0043   0.0012   0.9585
   4.000   0.5108   0.00757   0.00258   0.0045   0.0012   0.9675
   4.500   0.5648   0.00785   0.00284   0.0050   0.0013   0.9744
   5.000   0.6210   0.00814   0.00309   0.0048   0.0016   0.9788
   5.500   0.6787   0.00845   0.00339   0.0043   0.0019   0.9827
   6.000   0.7366   0.00881   0.00373   0.0036   0.0026   0.9861
   6.500   0.7943   0.00921   0.00411   0.0030   0.0029   0.9892
   7.000   0.8519   0.00971   0.00463   0.0023   0.0029   0.9914
   7.500   0.9131   0.01034   0.00529   0.0007   0.0027   0.9923
   8.000   0.9721   0.01119   0.00619  -0.0006   0.0022   0.9933
   8.500   1.0284   0.01227   0.00735  -0.0016   0.0015   0.9944
   9.000   1.0832   0.01338   0.00852  -0.0024   0.0012   0.9958
