  
       XFOIL         Version 6.99
  
 Calculated polar for: goe802b.dat                                     
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.117     Re =     3.500 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000   0.4439   0.00925   0.00387  -0.1184   0.5397   0.0039
  -1.500   0.5002   0.00887   0.00341  -0.1188   0.5222   0.0024
  -1.000   0.5567   0.00857   0.00308  -0.1193   0.5059   0.0022
  -0.500   0.6129   0.00837   0.00283  -0.1197   0.4864   0.0023
   0.000   0.6693   0.00824   0.00265  -0.1202   0.4708   0.0037
   0.500   0.7249   0.00800   0.00248  -0.1206   0.4495   0.0191
   1.000   0.7793   0.00782   0.00225  -0.1211   0.4215   0.0226
   1.500   0.8346   0.00797   0.00229  -0.1212   0.3888   0.0235
   2.000   0.8899   0.00805   0.00230  -0.1215   0.3660   0.0247
   2.500   0.9458   0.00814   0.00237  -0.1218   0.3507   0.0273
   3.000   1.0008   0.00825   0.00244  -0.1220   0.3309   0.0304
   5.000   1.1862   0.01260   0.00528  -0.1170   0.0017   0.0693
   7.000   1.3584   0.00859   0.00160  -0.1098   0.0007   0.0775
